1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.430553 cmd_parse_build_commands 0:2 0:1: -X
1736458893.430556 cmd_parse_build_commands 0:2 0:2: jump-backward
1736458893.430558 cmd_parse_build_commands 0:2 0:3: %%
1736458893.430561 cmd_parse_build_commands 0:0: send
1736458893.430563 cmd_parse_build_commands 0:1: -X
1736458893.430569 cmd_parse_build_commands 0:2: jump-backward
1736458893.430571 cmd_parse_build_commands 0:3: %%
1736458893.430575 args_parse_flags: next -X
1736458893.430577 args_parse_flags: -X
1736458893.430579 args_parse_flags: next jump-backward
1736458893.430585 args_parse: flags end at 2 of 4
1736458893.430587 args_parse: 2 = jump-backward (type STRING)
1736458893.430590 args_parse: 3 = %% (type STRING)
1736458893.430595 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1736458893.430598 args_parse_flags: next -1p(jump backward)
1736458893.430601 args_parse_flags: -1
1736458893.430603 args_parse_flag_argument: -p = (jump backward)
1736458893.430606 args_parse: flags end at 2 of 3
1736458893.430610 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1736458893.430617 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1736458893.430620 args_parse_flags: next -Tcopy-mode-vi
1736458893.430622 args_parse_flag_argument: -T = copy-mode-vi
1736458893.430624 args_parse_flags: next F
1736458893.430627 args_parse: flags end at 2 of 4
1736458893.430629 args_parse: 2 = F (type STRING)
1736458893.430636 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1736458893.430644 cmd_parse_build_commands: bind-key -T copy-mode-vi F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1736458893.430648 cmdq_get_command: [bind-key/0x632616d3a340] group 2264
1736458893.430650 cmdq_append <global>: [bind-key/0x632616d3a340]
1736458893.430654 yylex_token: end at WS
1736458893.430656 yylex_token: bind
1736458893.430659 yylex_token: end at WS
1736458893.430661 yylex_token: -Tcopy-mode-vi
1736458893.430664 yylex_token: end at WS
1736458893.430666 yylex_token: G
1736458893.430668 yylex_token: end at WS
1736458893.430670 yylex_token: send
1736458893.430672 yylex_token: end at WS
1736458893.430675 yylex_token: -X
1736458893.430677 yylex_token: end at WS
1736458893.430679 yylex_token: history-bottom
1736458893.430682 cmd_parse_build_commands 0:0: bind
1736458893.430685 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.430687 cmd_parse_build_commands 0:2: G
1736458893.430690 cmd_parse_build_commands 0:3 0:0: send
1736458893.430692 cmd_parse_build_commands 0:3 0:1: -X
1736458893.430695 cmd_parse_build_commands 0:3 0:2: history-bottom
1736458893.430698 cmd_parse_build_commands 0:0: send
1736458893.430700 cmd_parse_build_commands 0:1: -X
1736458893.430702 cmd_parse_build_commands 0:2: history-bottom
1736458893.430706 args_parse_flags: next -X
1736458893.430709 args_parse_flags: -X
1736458893.430711 args_parse_flags: next history-bottom
1736458893.430713 args_parse: flags end at 2 of 3
1736458893.430716 args_parse: 2 = history-bottom (type STRING)
1736458893.430719 cmd_parse_build_commands: send-keys -X history-bottom
1736458893.430722 args_parse_flags: next -Tcopy-mode-vi
1736458893.430724 args_parse_flag_argument: -T = copy-mode-vi
1736458893.430727 args_parse_flags: next G
1736458893.430729 args_parse: flags end at 2 of 4
1736458893.430731 args_parse: 2 = G (type STRING)
1736458893.430735 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1736458893.430742 cmd_parse_build_commands: bind-key -T copy-mode-vi G { send-keys -X history-bottom }
1736458893.430745 cmdq_get_command: [bind-key/0x632616d39f80] group 2276
1736458893.430748 cmdq_append <global>: [bind-key/0x632616d39f80]
1736458893.430751 yylex_token: end at WS
1736458893.430753 yylex_token: bind
1736458893.430756 yylex_token: end at WS
1736458893.430758 yylex_token: -Tcopy-mode-vi
1736458893.430760 yylex_token: end at WS
1736458893.430762 yylex_token: H
1736458893.430765 yylex_token: end at WS
1736458893.430767 yylex_token: send
1736458893.430769 yylex_token: end at WS
1736458893.430771 yylex_token: -X
1736458893.430774 yylex_token: end at WS
1736458893.430776 yylex_token: top-line
1736458893.430779 cmd_parse_build_commands 0:0: bind
1736458893.430782 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.430787 cmd_parse_build_commands 0:2: H
1736458893.430789 cmd_parse_build_commands 0:3 0:0: send
1736458893.430792 cmd_parse_build_commands 0:3 0:1: -X
1736458893.430794 cmd_parse_build_commands 0:3 0:2: top-line
1736458893.430797 cmd_parse_build_commands 0:0: send
1736458893.430799 cmd_parse_build_commands 0:1: -X
1736458893.430802 cmd_parse_build_commands 0:2: top-line
1736458893.430805 args_parse_flags: next -X
1736458893.430807 args_parse_flags: -X
1736458893.430810 args_parse_flags: next top-line
1736458893.430812 args_parse: flags end at 2 of 3
1736458893.430815 args_parse: 2 = top-line (type STRING)
1736458893.430819 cmd_parse_build_commands: send-keys -X top-line
1736458893.430821 args_parse_flags: next -Tcopy-mode-vi
1736458893.430824 args_parse_flag_argument: -T = copy-mode-vi
1736458893.430826 args_parse_flags: next H
1736458893.430829 args_parse: flags end at 2 of 4
1736458893.430831 args_parse: 2 = H (type STRING)
1736458893.430835 args_parse: 3 = send-keys -X top-line (type COMMANDS)
1736458893.430840 cmd_parse_build_commands: bind-key -T copy-mode-vi H { send-keys -X top-line }
1736458893.430844 cmdq_get_command: [bind-key/0x632616d3a4a0] group 2284
1736458893.430846 cmdq_append <global>: [bind-key/0x632616d3a4a0]
1736458893.430852 yylex_token: end at WS
1736458893.430854 yylex_token: bind
1736458893.430857 yylex_token: end at WS
1736458893.430859 yylex_token: -Tcopy-mode-vi
1736458893.430862 yylex_token: end at WS
1736458893.430864 yylex_token: J
1736458893.430866 yylex_token: end at WS
1736458893.430868 yylex_token: send
1736458893.430871 yylex_token: end at WS
1736458893.430873 yylex_token: -X
1736458893.430875 yylex_token: end at WS
1736458893.430878 yylex_token: scroll-down
1736458893.430881 cmd_parse_build_commands 0:0: bind
1736458893.430883 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.430886 cmd_parse_build_commands 0:2: J
1736458893.430888 cmd_parse_build_commands 0:3 0:0: send
1736458893.430891 cmd_parse_build_commands 0:3 0:1: -X
1736458893.430893 cmd_parse_build_commands 0:3 0:2: scroll-down
1736458893.430896 cmd_parse_build_commands 0:0: send
1736458893.430898 cmd_parse_build_commands 0:1: -X
1736458893.430901 cmd_parse_build_commands 0:2: scroll-down
1736458893.430912 args_parse_flags: next -X
1736458893.430916 args_parse_flags: -X
1736458893.430918 args_parse_flags: next scroll-down
1736458893.430920 args_parse: flags end at 2 of 3
1736458893.430923 args_parse: 2 = scroll-down (type STRING)
1736458893.430927 cmd_parse_build_commands: send-keys -X scroll-down
1736458893.430930 args_parse_flags: next -Tcopy-mode-vi
1736458893.430932 args_parse_flag_argument: -T = copy-mode-vi
1736458893.430934 args_parse_flags: next J
1736458893.430937 args_parse: flags end at 2 of 4
1736458893.430939 args_parse: 2 = J (type STRING)
1736458893.430943 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1736458893.430949 cmd_parse_build_commands: bind-key -T copy-mode-vi J { send-keys -X scroll-down }
1736458893.430953 cmdq_get_command: [bind-key/0x632616d3b5a0] group 2292
1736458893.430955 cmdq_append <global>: [bind-key/0x632616d3b5a0]
1736458893.430958 yylex_token: end at WS
1736458893.430960 yylex_token: bind
1736458893.430963 yylex_token: end at WS
1736458893.430965 yylex_token: -Tcopy-mode-vi
1736458893.430967 yylex_token: end at WS
1736458893.430969 yylex_token: K
1736458893.430972 yylex_token: end at WS
1736458893.430974 yylex_token: send
1736458893.430976 yylex_token: end at WS
1736458893.430978 yylex_token: -X
1736458893.430981 yylex_token: end at WS
1736458893.430983 yylex_token: scroll-up
1736458893.430986 cmd_parse_build_commands 0:0: bind
1736458893.430989 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.430991 cmd_parse_build_commands 0:2: K
1736458893.430994 cmd_parse_build_commands 0:3 0:0: send
1736458893.430996 cmd_parse_build_commands 0:3 0:1: -X
1736458893.430999 cmd_parse_build_commands 0:3 0:2: scroll-up
1736458893.431002 cmd_parse_build_commands 0:0: send
1736458893.431004 cmd_parse_build_commands 0:1: -X
1736458893.431006 cmd_parse_build_commands 0:2: scroll-up
1736458893.431013 args_parse_flags: next -X
1736458893.431015 args_parse_flags: -X
1736458893.431017 args_parse_flags: next scroll-up
1736458893.431019 args_parse: flags end at 2 of 3
1736458893.431022 args_parse: 2 = scroll-up (type STRING)
1736458893.431026 cmd_parse_build_commands: send-keys -X scroll-up
1736458893.431029 args_parse_flags: next -Tcopy-mode-vi
1736458893.431031 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431033 args_parse_flags: next K
1736458893.431036 args_parse: flags end at 2 of 4
1736458893.431038 args_parse: 2 = K (type STRING)
1736458893.431042 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1736458893.431048 cmd_parse_build_commands: bind-key -T copy-mode-vi K { send-keys -X scroll-up }
1736458893.431052 cmdq_get_command: [bind-key/0x632616d3bb70] group 2300
1736458893.431054 cmdq_append <global>: [bind-key/0x632616d3bb70]
1736458893.431057 yylex_token: end at WS
1736458893.431059 yylex_token: bind
1736458893.431062 yylex_token: end at WS
1736458893.431064 yylex_token: -Tcopy-mode-vi
1736458893.431066 yylex_token: end at WS
1736458893.431068 yylex_token: L
1736458893.431071 yylex_token: end at WS
1736458893.431073 yylex_token: send
1736458893.431075 yylex_token: end at WS
1736458893.431077 yylex_token: -X
1736458893.431080 yylex_token: end at WS
1736458893.431082 yylex_token: bottom-line
1736458893.431085 cmd_parse_build_commands 0:0: bind
1736458893.431088 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431090 cmd_parse_build_commands 0:2: L
1736458893.431093 cmd_parse_build_commands 0:3 0:0: send
1736458893.431095 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431097 cmd_parse_build_commands 0:3 0:2: bottom-line
1736458893.431100 cmd_parse_build_commands 0:0: send
1736458893.431102 cmd_parse_build_commands 0:1: -X
1736458893.431105 cmd_parse_build_commands 0:2: bottom-line
1736458893.431108 args_parse_flags: next -X
1736458893.431110 args_parse_flags: -X
1736458893.431113 args_parse_flags: next bottom-line
1736458893.431115 args_parse: flags end at 2 of 3
1736458893.431118 args_parse: 2 = bottom-line (type STRING)
1736458893.431122 cmd_parse_build_commands: send-keys -X bottom-line
1736458893.431124 args_parse_flags: next -Tcopy-mode-vi
1736458893.431127 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431129 args_parse_flags: next L
1736458893.431132 args_parse: flags end at 2 of 4
1736458893.431134 args_parse: 2 = L (type STRING)
1736458893.431138 args_parse: 3 = send-keys -X bottom-line (type COMMANDS)
1736458893.431143 cmd_parse_build_commands: bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1736458893.431147 cmdq_get_command: [bind-key/0x632616d3c130] group 2308
1736458893.431150 cmdq_append <global>: [bind-key/0x632616d3c130]
1736458893.431152 yylex_token: end at WS
1736458893.431155 yylex_token: bind
1736458893.431157 yylex_token: end at WS
1736458893.431160 yylex_token: -Tcopy-mode-vi
1736458893.431162 yylex_token: end at WS
1736458893.431164 yylex_token: M
1736458893.431166 yylex_token: end at WS
1736458893.431168 yylex_token: send
1736458893.431171 yylex_token: end at WS
1736458893.431173 yylex_token: -X
1736458893.431175 yylex_token: end at WS
1736458893.431178 yylex_token: middle-line
1736458893.431181 cmd_parse_build_commands 0:0: bind
1736458893.431183 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431186 cmd_parse_build_commands 0:2: M
1736458893.431188 cmd_parse_build_commands 0:3 0:0: send
1736458893.431191 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431193 cmd_parse_build_commands 0:3 0:2: middle-line
1736458893.431196 cmd_parse_build_commands 0:0: send
1736458893.431198 cmd_parse_build_commands 0:1: -X
1736458893.431200 cmd_parse_build_commands 0:2: middle-line
1736458893.431204 args_parse_flags: next -X
1736458893.431206 args_parse_flags: -X
1736458893.431208 args_parse_flags: next middle-line
1736458893.431211 args_parse: flags end at 2 of 3
1736458893.431213 args_parse: 2 = middle-line (type STRING)
1736458893.431217 cmd_parse_build_commands: send-keys -X middle-line
1736458893.431220 args_parse_flags: next -Tcopy-mode-vi
1736458893.431225 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431228 args_parse_flags: next M
1736458893.431230 args_parse: flags end at 2 of 4
1736458893.431232 args_parse: 2 = M (type STRING)
1736458893.431236 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1736458893.431242 cmd_parse_build_commands: bind-key -T copy-mode-vi M { send-keys -X middle-line }
1736458893.431245 cmdq_get_command: [bind-key/0x632616d3c470] group 2316
1736458893.431248 cmdq_append <global>: [bind-key/0x632616d3c470]
1736458893.431254 yylex_token: end at WS
1736458893.431256 yylex_token: bind
1736458893.431259 yylex_token: end at WS
1736458893.431261 yylex_token: -Tcopy-mode-vi
1736458893.431263 yylex_token: end at WS
1736458893.431266 yylex_token: N
1736458893.431268 yylex_token: end at WS
1736458893.431270 yylex_token: send
1736458893.431272 yylex_token: end at WS
1736458893.431274 yylex_token: -X
1736458893.431277 yylex_token: end at WS
1736458893.431279 yylex_token: search-reverse
1736458893.431282 cmd_parse_build_commands 0:0: bind
1736458893.431285 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431287 cmd_parse_build_commands 0:2: N
1736458893.431290 cmd_parse_build_commands 0:3 0:0: send
1736458893.431292 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431295 cmd_parse_build_commands 0:3 0:2: search-reverse
1736458893.431298 cmd_parse_build_commands 0:0: send
1736458893.431301 cmd_parse_build_commands 0:1: -X
1736458893.431303 cmd_parse_build_commands 0:2: search-reverse
1736458893.431307 args_parse_flags: next -X
1736458893.431309 args_parse_flags: -X
1736458893.431311 args_parse_flags: next search-reverse
1736458893.431314 args_parse: flags end at 2 of 3
1736458893.431316 args_parse: 2 = search-reverse (type STRING)
1736458893.431321 cmd_parse_build_commands: send-keys -X search-reverse
1736458893.431323 args_parse_flags: next -Tcopy-mode-vi
1736458893.431326 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431328 args_parse_flags: next N
1736458893.431330 args_parse: flags end at 2 of 4
1736458893.431333 args_parse: 2 = N (type STRING)
1736458893.431337 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1736458893.431343 cmd_parse_build_commands: bind-key -T copy-mode-vi N { send-keys -X search-reverse }
1736458893.431346 cmdq_get_command: [bind-key/0x632616d3cc30] group 2324
1736458893.431348 cmdq_append <global>: [bind-key/0x632616d3cc30]
1736458893.431352 yylex_token: end at WS
1736458893.431354 yylex_token: bind
1736458893.431356 yylex_token: end at WS
1736458893.431359 yylex_token: -Tcopy-mode-vi
1736458893.431361 yylex_token: end at WS
1736458893.431363 yylex_token: P
1736458893.431365 yylex_token: end at WS
1736458893.431367 yylex_token: send
1736458893.431370 yylex_token: end at WS
1736458893.431372 yylex_token: -X
1736458893.431375 yylex_token: end at WS
1736458893.431377 yylex_token: toggle-position
1736458893.431380 cmd_parse_build_commands 0:0: bind
1736458893.431382 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431385 cmd_parse_build_commands 0:2: P
1736458893.431387 cmd_parse_build_commands 0:3 0:0: send
1736458893.431390 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431393 cmd_parse_build_commands 0:3 0:2: toggle-position
1736458893.431396 cmd_parse_build_commands 0:0: send
1736458893.431398 cmd_parse_build_commands 0:1: -X
1736458893.431400 cmd_parse_build_commands 0:2: toggle-position
1736458893.431404 args_parse_flags: next -X
1736458893.431406 args_parse_flags: -X
1736458893.431408 args_parse_flags: next toggle-position
1736458893.431411 args_parse: flags end at 2 of 3
1736458893.431413 args_parse: 2 = toggle-position (type STRING)
1736458893.431417 cmd_parse_build_commands: send-keys -X toggle-position
1736458893.431419 args_parse_flags: next -Tcopy-mode-vi
1736458893.431422 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431424 args_parse_flags: next P
1736458893.431426 args_parse: flags end at 2 of 4
1736458893.431429 args_parse: 2 = P (type STRING)
1736458893.431433 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1736458893.431442 cmd_parse_build_commands: bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1736458893.431445 cmdq_get_command: [bind-key/0x632616d3d050] group 2332
1736458893.431447 cmdq_append <global>: [bind-key/0x632616d3d050]
1736458893.431451 yylex_token: end at WS
1736458893.431453 yylex_token: bind
1736458893.431455 yylex_token: end at WS
1736458893.431458 yylex_token: -Tcopy-mode-vi
1736458893.431460 yylex_token: end at WS
1736458893.431462 yylex_token: T
1736458893.431465 yylex_token: end at WS
1736458893.431467 yylex_token: command-prompt
1736458893.431470 yylex_token: end at WS
1736458893.431472 yylex_token: -1p(jump to backward)
1736458893.431475 yylex_token: end at WS
1736458893.431477 yylex_token: send
1736458893.431479 yylex_token: end at WS
1736458893.431481 yylex_token: -X
1736458893.431484 yylex_token: end at WS
1736458893.431486 yylex_token: jump-to-backward
1736458893.431489 yylex_token: end at WS
1736458893.431491 yylex_token: %%
1736458893.431494 cmd_parse_build_commands 0:0: bind
1736458893.431497 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431499 cmd_parse_build_commands 0:2: T
1736458893.431502 cmd_parse_build_commands 0:3 0:0: command-prompt
1736458893.431505 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1736458893.431508 cmd_parse_build_commands 0:3 0:2 0:0: send
1736458893.431510 cmd_parse_build_commands 0:3 0:2 0:1: -X
1736458893.431513 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1736458893.431516 cmd_parse_build_commands 0:3 0:2 0:3: %%
1736458893.431519 cmd_parse_build_commands 0:0: command-prompt
1736458893.431521 cmd_parse_build_commands 0:1: -1p(jump to backward)
1736458893.431524 cmd_parse_build_commands 0:2 0:0: send
1736458893.431526 cmd_parse_build_commands 0:2 0:1: -X
1736458893.431529 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1736458893.431531 cmd_parse_build_commands 0:2 0:3: %%
1736458893.431534 cmd_parse_build_commands 0:0: send
1736458893.431537 cmd_parse_build_commands 0:1: -X
1736458893.431539 cmd_parse_build_commands 0:2: jump-to-backward
1736458893.431542 cmd_parse_build_commands 0:3: %%
1736458893.431546 args_parse_flags: next -X
1736458893.431548 args_parse_flags: -X
1736458893.431550 args_parse_flags: next jump-to-backward
1736458893.431553 args_parse: flags end at 2 of 4
1736458893.431555 args_parse: 2 = jump-to-backward (type STRING)
1736458893.431558 args_parse: 3 = %% (type STRING)
1736458893.431563 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1736458893.431565 args_parse_flags: next -1p(jump to backward)
1736458893.431567 args_parse_flags: -1
1736458893.431571 args_parse_flag_argument: -p = (jump to backward)
1736458893.431573 args_parse: flags end at 2 of 3
1736458893.431578 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1736458893.431585 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1736458893.431588 args_parse_flags: next -Tcopy-mode-vi
1736458893.431590 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431593 args_parse_flags: next T
1736458893.431595 args_parse: flags end at 2 of 4
1736458893.431598 args_parse: 2 = T (type STRING)
1736458893.431605 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1736458893.431614 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1736458893.431618 cmdq_get_command: [bind-key/0x632616d3d5d0] group 2340
1736458893.431621 cmdq_append <global>: [bind-key/0x632616d3d5d0]
1736458893.431627 yylex_token: end at WS
1736458893.431629 yylex_token: bind
1736458893.431632 yylex_token: end at WS
1736458893.431634 yylex_token: -Tcopy-mode-vi
1736458893.431636 yylex_token: end at WS
1736458893.431638 yylex_token: V
1736458893.431641 yylex_token: end at WS
1736458893.431643 yylex_token: send
1736458893.431645 yylex_token: end at WS
1736458893.431647 yylex_token: -X
1736458893.431650 yylex_token: end at WS
1736458893.431652 yylex_token: select-line
1736458893.431659 cmd_parse_build_commands 0:0: bind
1736458893.431661 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431664 cmd_parse_build_commands 0:2: V
1736458893.431666 cmd_parse_build_commands 0:3 0:0: send
1736458893.431669 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431671 cmd_parse_build_commands 0:3 0:2: select-line
1736458893.431674 cmd_parse_build_commands 0:0: send
1736458893.431676 cmd_parse_build_commands 0:1: -X
1736458893.431678 cmd_parse_build_commands 0:2: select-line
1736458893.431682 args_parse_flags: next -X
1736458893.431684 args_parse_flags: -X
1736458893.431686 args_parse_flags: next select-line
1736458893.431689 args_parse: flags end at 2 of 3
1736458893.431691 args_parse: 2 = select-line (type STRING)
1736458893.431695 cmd_parse_build_commands: send-keys -X select-line
1736458893.431698 args_parse_flags: next -Tcopy-mode-vi
1736458893.431701 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431703 args_parse_flags: next V
1736458893.431705 args_parse: flags end at 2 of 4
1736458893.431708 args_parse: 2 = V (type STRING)
1736458893.431712 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1736458893.431718 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1736458893.431721 cmdq_get_command: [bind-key/0x632616d3d900] group 2352
1736458893.431723 cmdq_append <global>: [bind-key/0x632616d3d900]
1736458893.431727 yylex_token: end at WS
1736458893.431729 yylex_token: bind
1736458893.431732 yylex_token: end at WS
1736458893.431734 yylex_token: -Tcopy-mode-vi
1736458893.431736 yylex_token: end at WS
1736458893.431738 yylex_token: W
1736458893.431741 yylex_token: end at WS
1736458893.431743 yylex_token: send
1736458893.431745 yylex_token: end at WS
1736458893.431747 yylex_token: -X
1736458893.431750 yylex_token: end at WS
1736458893.431752 yylex_token: next-space
1736458893.431755 cmd_parse_build_commands 0:0: bind
1736458893.431758 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431760 cmd_parse_build_commands 0:2: W
1736458893.431763 cmd_parse_build_commands 0:3 0:0: send
1736458893.431765 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431768 cmd_parse_build_commands 0:3 0:2: next-space
1736458893.431770 cmd_parse_build_commands 0:0: send
1736458893.431773 cmd_parse_build_commands 0:1: -X
1736458893.431775 cmd_parse_build_commands 0:2: next-space
1736458893.431779 args_parse_flags: next -X
1736458893.431781 args_parse_flags: -X
1736458893.431783 args_parse_flags: next next-space
1736458893.431786 args_parse: flags end at 2 of 3
1736458893.431788 args_parse: 2 = next-space (type STRING)
1736458893.431792 cmd_parse_build_commands: send-keys -X next-space
1736458893.431794 args_parse_flags: next -Tcopy-mode-vi
1736458893.431797 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431799 args_parse_flags: next W
1736458893.431801 args_parse: flags end at 2 of 4
1736458893.431804 args_parse: 2 = W (type STRING)
1736458893.431808 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1736458893.431813 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1736458893.431816 cmdq_get_command: [bind-key/0x632616d3e790] group 2360
1736458893.431819 cmdq_append <global>: [bind-key/0x632616d3e790]
1736458893.431826 yylex_token: end at WS
1736458893.431828 yylex_token: bind
1736458893.431831 yylex_token: end at WS
1736458893.431833 yylex_token: -Tcopy-mode-vi
1736458893.431835 yylex_token: end at WS
1736458893.431837 yylex_token: X
1736458893.431840 yylex_token: end at WS
1736458893.431842 yylex_token: send
1736458893.431844 yylex_token: end at WS
1736458893.431846 yylex_token: -X
1736458893.431849 yylex_token: end at WS
1736458893.431851 yylex_token: set-mark
1736458893.431854 cmd_parse_build_commands 0:0: bind
1736458893.431856 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431859 cmd_parse_build_commands 0:2: X
1736458893.431861 cmd_parse_build_commands 0:3 0:0: send
1736458893.431864 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431866 cmd_parse_build_commands 0:3 0:2: set-mark
1736458893.431869 cmd_parse_build_commands 0:0: send
1736458893.431877 cmd_parse_build_commands 0:1: -X
1736458893.431879 cmd_parse_build_commands 0:2: set-mark
1736458893.431883 args_parse_flags: next -X
1736458893.431885 args_parse_flags: -X
1736458893.431887 args_parse_flags: next set-mark
1736458893.431890 args_parse: flags end at 2 of 3
1736458893.431892 args_parse: 2 = set-mark (type STRING)
1736458893.431896 cmd_parse_build_commands: send-keys -X set-mark
1736458893.431898 args_parse_flags: next -Tcopy-mode-vi
1736458893.431901 args_parse_flag_argument: -T = copy-mode-vi
1736458893.431903 args_parse_flags: next X
1736458893.431914 args_parse: flags end at 2 of 4
1736458893.431916 args_parse: 2 = X (type STRING)
1736458893.431920 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1736458893.431925 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1736458893.431928 cmdq_get_command: [bind-key/0x632616d3ee70] group 2368
1736458893.431931 cmdq_append <global>: [bind-key/0x632616d3ee70]
1736458893.431935 yylex_token: end at WS
1736458893.431937 yylex_token: bind
1736458893.431940 yylex_token: end at WS
1736458893.431942 yylex_token: -Tcopy-mode-vi
1736458893.431944 yylex_token: end at WS
1736458893.431946 yylex_token: ^
1736458893.431949 yylex_token: end at WS
1736458893.431951 yylex_token: send
1736458893.431953 yylex_token: end at WS
1736458893.431955 yylex_token: -X
1736458893.431958 yylex_token: end at WS
1736458893.431961 yylex_token: back-to-indentation
1736458893.431964 cmd_parse_build_commands 0:0: bind
1736458893.431966 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736458893.431968 cmd_parse_build_commands 0:2: ^
1736458893.431971 cmd_parse_build_commands 0:3 0:0: send
1736458893.431973 cmd_parse_build_commands 0:3 0:1: -X
1736458893.431976 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1736458893.431979 cmd_parse_build_commands 0:0: send
1736458893.431981 cmd_parse_build_commands 0:1: -X
1736458893.431984 cmd_parse_build_commands 0:2: back-to-indentation
1736458893.431987 args_parse_flags: next -X
1736458893.431990 args_parse_flags: -X
1736458893.431992 args_parse_flags: next back-to-indentation
1736458893.431994 args_parse: flags end at 2 of 3
1736458893.431997 args_parse: 2 = back-to-indentation (type STRING)
1736458893.432001 cmd_parse_build_commands: send-keys -X back-to-indentation
1736458893.432003 args_parse_flags: next -Tcopy-mode-vi
1736458893.432006 args_parse_flag_argument: -T = copy-mode-vi
1736458893.432008 args_parse_flags: next ^
1736458893.432010 args_parse: flags end at 2 of 4
1736458893.432013 args_parse: 2 = ^ (type STRING)
1736458893.432017 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1736458893.432022 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1736458893.432026 cmdq_get_command: [bind-key/0x632616d3f580] group 2376
1736458893.432028 cmdq_append <global>: [bind-key/0x632616d3f580]
1736458893.432035 yylex_token: end at WS
1736458893.432038 yylex_token: bind
1736458893.432040 yylex_token: end at WS
1736458893.432042 yylex_token: -Tcopy-mode-vi
1736458893.432045 yylex_token: end at WS
